1:dam : a2,1:dam : a1,1:dam : a3,1:dam : a7,1:dam : a4,1:dam : a6,1:dam : a9,1:dam : a5,1:dam : a10,1:dam : a12,1:dam : a11,1:dam : a8
1.4407613665055927,-0.6216894567427494,0.03462851095068786,1.7360521078489364,-0.28623705618594064,-0.6597232778788675,-0.5822869063681572,1.0596889630821011,1.3946161498499845,0.19643697708990768,0.27025118142004334,-1.072738302781339
0.65124465276937,-1.7494082072106456,-1.8607875410239187,-2.369189434419654,-2.3863646184921943,-2.6992124823535053,-2.8690184528634712,-1.856152471600332,-2.5947152377259672,-2.685566551991941,-3.5355277369749865,-3.1233497106757393
-0.6525385829055252,0.6916001104083476,0.39835323706548026,0.776135846002657,0.26635097439958794,1.0076642493641361,0.59721533549204,0.4921959908362098,0.33855093162227096,0.504730466759388,-0.11318271687533915,0.22614702903606737
-1.8843019054541372,-0.047105751006282726,-0.11346778142868962,-0.5643881603706847,-0.8229507966606476,-0.1898049199515097,-1.7595287247716995,-1.2394872165998176,-0.8254222467377654,-0.6508869788519114,-1.534997226902144,0.09113607506764931
-1.3680300329519068,0.33639537611119874,-0.5591534998326391,-0.4223497724963083,-0.5325310058668523,0.5701959431092379,0.491057948875627,-0.44936715599167715,-1.2547029926927982,-0.2871477132622514,-1.1577114373274524,-0.3155091120618636
-0.24196235696898516,-4.5039357134541795,2.911857750486965,-1.8266467642927018,-2.8703033790033428,-1.4789471521791675,0.013765048615589748,-2.9468664174465413,-1.187481624882327,-0.3590587474574889,-1.7087769937638737,-5.69681411507044
2.364298724305969,0.4043990432649124,0.9400215507198301,2.186221801892212,2.5305386803836907,0.8453919537805076,1.5799149145731006,2.481536471035741,1.8862483259280878,1.6478141171908953,3.374553987362685,1.7691533868601748
-0.3065394746207691,-0.4379537898958582,-0.8601458675294033,-0.8529102393517234,-0.5234387189009807,-0.8418454026935656,-1.296826582875517,-0.3905577252508893,-0.28352839927420637,-0.542003836246537,-0.3994559569801379,-1.161091779515754
0.12396527496158623,-1.443722075334215,-0.5096782917042122,-0.6416736031796267,-1.9804682357240404,-1.1397615166475594,-1.0191736872432242,-1.3630992331768037,-2.053704878680737,-2.624368889175554,-1.8949095326149756,-1.3582019895684299
-1.9791123111973539,2.6411224256329318,-2.9634502670888336,-0.43377859447594325,0.2129276422207158,1.5001086725535853,-1.0288727452726756,-2.5122108288784566,-0.5485525203548283,-0.2815615106506081,-6.335274199538422,0.03185845107048246
-0.8956512730533378,0.945647429158635,0.1449577667926262,0.1470841890857033,-0.5414158708187045,1.1271257428445498,1.4855971493865918,-0.027871678557033028,1.453967867092442,1.3566718568457263,1.220702613609782,0.34252288485889676
-6.343607048593647,-3.5387685375117326,7.43985648303709,-7.933007597717491,-2.966743381832341,-8.2194374842686,-9.2943445142577,-8.323453232569864,-14.749527616242943,-14.754336749345647,-8.191442387853924,-3.37452548949328
-0.5943528133415272,1.3003125373022373,1.6054496049790976,1.688176203218343,0.5650661139070126,0.25203262691623546,0.6252078438694209,0.8785201549500764,2.2203124316038774,1.2856671274363465,1.2679823899478415,0.6199229265718914
-2.4418105771970655,2.259284770805759,-0.10118056689763644,3.5001370479355174,1.1817057212022288,1.1232727585192284,0.51601083788025,1.4147544943431787,2.539388257995711,1.0715128780330403,3.195554821156532,1.599927677338275
0.7627923701557912,1.9605276206583797,1.342664151742074,2.208547051598408,0.48665649709478187,2.8745546173685423,2.0259920568593417,1.8170090580784068,2.175256637077795,2.532362333404573,1.6732389364751095,1.9963109551663551
